Sector_score,LOCATION_ID,PARA_A,Score_A,Risk_A,PARA_B,Score_B,Risk_B,TOTAL,numbers,Score_B.1,Risk_C,Money_Value,Score_MV,Risk_D,District_Loss,PROB,RiSk_E,History,Prob,Risk_F,Score,Inherent_Risk,CONTROL_RISK,Detection_Risk,Audit_Risk,class
2.37,9,,0.2,0.062,,0.2,,,5.0,0.2,1.0,0.0,0.2,0.0,,0.2,0.4,0,0.2,,2.0,1.6,0.4,0.5,,0
2.37,32,0.61,0.2,0.122,1.54,,0.616,2.15,,0.2,1.0,0.57,0.2,,,0.2,0.4,0,,0.0,2.6,2.252,0.4,0.5,,0
2.37,5,,0.2,,0.17,0.2,0.034,0.43,5.0,,1.0,0.0,0.2,0.0,2,0.2,0.4,0,0.2,0.0,2.0,1.486,0.4,0.5,,0
2.37,,0.73,0.2,0.146,,0.2,0.01,0.78,5.0,0.2,1.0,6.14,0.4,2.456,6,,1.2,0,0.2,0.0,2.6,4.812,1.2,0.5,2.8872,1
2.37,2,0.0,0.2,0.0,0.0,0.2,0.0,0.0,5.0,,,0.0,,0.0,6,0.2,1.2,0,0.2,0.0,2.4,2.2,1.2,0.5,1.32,1
2.37,16,1.27,,0.508,1.01,0.4,0.404,2.28,,0.2,1.0,1.15,0.2,,2,,0.4,,0.2,,2.8,,0.4,0.5,0.5084,0
2.37,,1.62,0.4,0.648,0.49,0.2,0.098,2.11,,0.2,1.0,0.0,0.2,0.0,,,0.4,0,0.2,0.0,2.2,2.146,0.4,0.5,,0
2.37,5,1.54,,0.616,0.46,0.2,0.092,2.0,5.0,0.2,1.0,0.57,,0.114,2,0.2,0.4,0,0.2,0.0,,,0.4,0.5,0.4444,0
2.37,2,2.18,0.6,1.308,0.93,0.2,0.186,3.11,5.0,0.2,1.0,,0.2,0.0,6,,1.2,0,0.2,0.0,2.8,3.694,1.2,0.5,,1
2.37,2,,,,1.47,0.4,,9.06,5.5,0.4,2.2,,0.6,21.774,,0.2,1.2,0,0.2,0.0,4.2,30.316,1.2,0.5,18.1896,1
2.37,,0.76,,0.152,0.34,0.2,0.068,1.1,5.0,0.2,1.0,0.0,0.2,0.0,6,,,,0.2,0.0,2.4,,1.2,0.5,1.452,1
,16,0.38,0.2,0.076,0.85,0.2,0.17,1.23,5.0,,1.0,0.04,0.2,0.008,2,0.2,0.4,0,0.2,,2.0,1.654,0.4,0.5,0.3308,0
2.37,5,1.29,0.4,0.516,0.13,0.2,0.026,1.42,5.0,,1.0,,,,2,,0.4,,0.2,0.0,,1.942,0.4,0.5,0.3884,0
2.37,19,1.99,0.4,0.796,0.63,0.2,0.126,2.62,5.0,0.2,1.0,,,0.0,2,0.2,,,,,2.2,,,0.5,0.4644,0
2.37,,,,0.0,0.0,,,0.0,5.0,0.2,1.0,0.0,0.2,,2,0.2,,0,0.2,0.0,2.0,1.4,0.4,0.5,,0
,4,0.02,0.2,0.004,0.05,0.2,,0.07,5.0,0.2,,0.0,,0.0,,0.2,,0,0.2,0.0,,1.414,,0.5,0.2828,0
2.37,5,0.14,,0.028,0.08,,0.016,,5.0,,1.0,0.0,0.2,0.0,2,0.2,0.4,0,0.2,0.0,,1.444,,0.5,0.2888,0
2.37,18,0.09,,0.018,0.0,,0.0,0.09,5.0,0.2,,0.0,0.2,0.0,2,0.2,0.4,0,0.2,0.0,2.0,,0.4,0.5,0.2836,0
,9,0.0,0.2,0.0,0.0,0.2,0.0,0.0,5.0,0.2,1.0,0.0,0.2,0.0,,0.2,0.4,0,0.2,0.0,2.0,1.4,,0.5,0.28,0
,32,0.0,0.2,,,0.2,0.0,0.0,,0.2,1.0,,0.2,0.0,2,0.2,0.4,0,0.2,,,1.4,,,0.28,0
2.37,,,0.2,0.002,0.007,0.2,0.0014,,5.0,0.2,,0.0,0.2,,,0.2,0.4,0,0.2,0.0,2.0,1.4034,,0.5,,0
2.37,16,,0.2,0.034,0.04,0.2,0.008,0.21,5.0,0.2,1.0,,0.2,0.0,2,0.2,0.4,0,0.2,0.0,,1.442,0.4,0.5,0.2884,0
2.37,2,1.66,0.4,,0.83,0.2,0.166,2.49,5.0,0.2,1.0,0.31,0.2,0.062,6,0.2,1.2,0,0.2,0.0,2.6,3.092,1.2,0.5,,1
,2,0.5,,0.1,,,,,5.0,0.2,1.0,,,0.0,6,0.2,1.2,0,0.2,0.0,,2.308,,,1.3848,1
2.37,2,0.9,0.2,0.18,0.29,0.2,0.058,1.19,,,,,0.2,,6,,1.2,0,,0.0,2.4,2.682,,0.5,,1
2.37,,0.0,0.2,0.0,0.0,0.2,0.0,0.0,5.0,0.2,1.0,0.23,0.2,,6,0.2,1.2,0,0.2,,2.4,2.246,1.2,,1.3476,1
1.99,,57.03,0.6,34.218,134.33,0.6,80.598,,,0.2,,844.37,0.6,506.622,2,0.2,0.4,,0.2,0.0,4.0,622.838,0.4,0.5,124.5676,1
1.99,8,0.58,0.2,0.116,0.0,0.2,,0.58,5.0,0.2,1.0,0.0,,0.0,2,0.2,0.4,0,,0.0,2.0,1.516,,0.5,0.3032,0
1.99,12,1.52,0.4,0.608,0.0,0.2,0.0,1.52,5.0,0.2,1.0,,,,2,0.2,0.4,0,,0.0,2.4,4.792,,0.5,0.9584,0
1.99,6,,0.2,0.18,0.0,0.2,,0.9,5.0,0.2,1.0,1.95,0.2,0.39,,0.2,0.4,0,0.2,0.0,2.0,1.97,,0.5,0.394,0
1.99,,1.19,,,,0.2,0.0,1.19,5.0,,1.0,,0.2,0.0,,0.2,0.4,0,0.2,,,1.876,0.4,0.5,0.3752,0
,,0.53,0.2,0.106,0.0,0.2,0.0,0.53,5.0,0.2,1.0,2.33,0.2,,2,0.2,0.4,,0.2,0.0,2.0,1.972,0.4,0.5,0.3944,0
,40,0.93,,,,0.2,0.0,0.93,,0.2,1.0,0.11,0.2,0.022,2,0.2,0.4,,0.2,,2.0,1.608,0.4,,0.3216,0
1.99,,1.89,0.4,,0.0,0.2,0.0,1.89,5.0,0.2,1.0,,0.2,,,0.2,0.4,0,0.2,0.0,2.2,2.156,0.4,,0.4312,0
1.99,8,1.71,0.4,0.684,,,0.0,,5.0,0.2,1.0,0.09,0.2,0.018,2,0.2,0.4,0,0.2,0.0,2.2,2.102,0.4,0.5,0.4204,0
1.99,0,0.3,0.2,0.06,0.0,0.2,0.0,0.3,5.0,,1.0,0.0,0.2,0.0,2,0.2,,,0.2,0.0,2.0,1.46,0.4,,0.292,0
1.99,31,,0.2,0.152,0.0,0.2,0.0,0.76,,,1.0,7.48,0.4,,2,,,0,0.2,0.0,,4.544,,,0.9088,0
1.99,4,0.96,0.2,,0.0,0.2,,0.96,5.0,0.2,,9.45,0.4,,,0.2,,0,0.2,0.0,2.2,5.372,0.4,0.5,1.0744,1
1.99,14,1.26,0.4,0.504,0.0,0.2,0.0,1.26,5.0,0.2,1.0,0.0,0.2,0.0,2,0.2,0.4,0,0.2,0.0,2.2,1.904,0.4,0.5,0.3808,0
1.99,0,0.55,0.2,,,,0.0,0.55,5.0,,1.0,0.67,0.2,0.134,2,0.2,0.4,0,0.2,0.0,,1.644,0.4,0.5,0.3288,0
1.99,,0.29,0.2,0.058,,0.2,0.0,0.29,5.0,,,,0.2,0.012,2,0.2,0.4,0,0.2,,2.0,1.47,0.4,,,0
1.99,5,1.27,0.4,,0.0,0.2,0.0,1.27,5.0,0.2,1.0,,,0.554,2,0.2,0.4,0,0.2,0.0,2.2,2.462,0.4,0.5,0.4924,0
1.99,5,1.34,0.4,0.536,0.0,0.2,0.0,1.34,5.0,,1.0,,0.2,0.0,2,0.2,0.4,,0.2,0.0,2.2,1.936,0.4,,0.3872,0
1.99,5,,0.2,0.112,0.0,0.2,0.0,0.56,5.0,0.2,1.0,1.75,0.2,0.35,2,,0.4,0,,0.0,2.0,1.862,0.4,,0.3724,0
1.99,20,0.86,0.2,0.172,0.0,0.2,0.0,0.86,5.0,,1.0,0.0,,0.0,6,,,0,0.2,0.0,,2.372,1.2,0.5,1.4232,1
1.99,19,1.62,,0.648,,0.2,0.0,1.62,5.0,0.2,1.0,0.0,0.2,0.0,6,,1.2,0,0.2,0.0,2.6,2.848,1.2,,1.7088,1
1.99,19,3.02,0.6,1.812,0.0,0.2,0.0,,5.0,,1.0,0.0,,0.0,6,,1.2,,,0.0,2.8,4.012,1.2,,2.4072,1
1.99,19,0.59,0.2,0.118,0.0,,0.0,0.59,5.0,0.2,1.0,0.0,0.2,0.0,,,1.2,0,0.2,0.0,,2.318,1.2,0.5,,1
1.99,22,1.1,0.4,,,0.2,0.0,,5.0,0.2,,0.0,0.2,,2,0.2,0.4,0,0.2,0.0,2.2,1.84,0.4,0.5,,0
,9,1.03,,0.412,,0.2,0.0,,5.0,0.2,1.0,27.28,0.6,16.368,2,0.2,0.4,,0.2,0.0,2.6,,0.4,,3.636,1
1.99,30,0.66,0.2,,0.0,0.2,0.0,0.66,5.0,0.2,1.0,0.73,0.2,0.146,2,,,,0.2,0.0,2.0,1.678,,0.5,0.3356,0
,,0.48,0.2,0.096,0.0,0.2,0.0,0.48,,0.2,1.0,0.47,0.2,,2,0.2,,0,0.2,0.0,,,0.4,0.5,0.318,0
1.99,11,1.27,0.4,0.508,0.0,,,,5.0,0.2,1.0,175.9,0.6,105.54,2,0.2,0.4,,0.2,0.0,,107.448,0.4,0.5,21.4896,1
1.99,,0.43,0.2,0.086,0.0,0.2,0.0,0.43,5.0,0.2,1.0,13.54,0.6,8.124,2,0.2,0.4,0,0.2,,,9.61,0.4,,1.922,1
1.99,12,1.65,0.4,0.66,0.0,0.2,0.0,,,0.2,1.0,,0.2,0.002,2,0.2,,0,0.2,0.0,,2.062,0.4,0.5,0.4124,0
1.99,,1.4,0.4,0.56,,0.2,0.0,,5.0,0.2,1.0,0.0,0.2,0.0,2,0.2,0.4,0,0.2,0.0,2.2,1.96,0.4,0.5,0.392,0
1.99,,1.14,0.4,0.456,0.0,,0.0,,,0.2,1.0,41.82,,25.092,2,0.2,0.4,0,0.2,0.0,2.6,26.948,0.4,0.5,5.3896,1
1.99,8,0.45,0.2,,,0.2,0.0,,5.0,0.2,1.0,,0.2,0.0,2,0.2,0.4,0,0.2,0.0,2.0,1.49,0.4,,0.298,0
1.99,27,0.6,0.2,0.12,0.0,0.2,0.0,0.6,5.0,,1.0,,0.2,0.0,2,0.2,0.4,0,,,2.0,1.52,0.4,0.5,0.304,0
1.99,,0.85,,,0.0,0.2,0.0,,5.0,0.2,,0.0,0.2,,,0.2,0.4,0,0.2,0.0,,1.57,0.4,0.5,0.314,0
1.99,9,1.19,,0.476,0.0,,0.0,1.19,5.0,,1.0,29.76,0.6,17.856,,0.2,0.4,0,0.2,0.0,2.6,19.732,0.4,0.5,3.9464,1
,32,1.23,0.4,0.492,,0.2,0.0,,5.0,,,0.11,,,2,0.2,,0,0.2,,2.2,1.914,0.4,0.5,,0
1.99,32,1.12,,,,0.2,0.0,1.12,5.0,0.2,1.0,0.05,0.2,,2,,0.4,,0.2,0.0,2.2,1.858,0.4,,0.3716,0
1.99,16,,0.4,0.612,,0.2,,1.53,5.0,0.2,1.0,,0.2,,4,0.2,0.8,0,0.2,0.0,2.4,2.418,0.8,0.5,0.9672,0
1.99,,0.77,0.2,,0.0,0.2,0.0,0.77,,,1.0,0.0,0.2,,,0.2,,,0.2,0.0,,1.954,0.8,0.5,,0
1.99,16,0.56,0.2,0.112,0.0,0.2,0.0,0.56,5.0,0.2,1.0,,,,4,,0.8,0,0.2,0.0,2.2,1.912,,,0.7648,0
,16,,0.4,0.728,,0.2,0.0,1.82,5.0,0.2,1.0,85.13,,51.078,,0.2,0.8,0,0.2,0.0,,53.606,0.8,0.5,21.4424,1
1.99,16,0.44,0.2,,,0.2,0.0,0.44,,0.2,1.0,0.04,0.2,0.008,4,0.2,0.8,0,0.2,0.0,2.2,1.896,,,0.7584,0
1.99,15,1.46,,0.584,,0.2,0.0,1.46,5.0,0.2,,0.0,0.2,0.0,2,0.2,0.4,0,0.2,0.0,2.2,1.984,0.4,0.5,0.3968,0
1.99,15,,0.4,0.448,0.0,0.2,0.0,1.12,,0.2,1.0,,,6.588,2,0.2,0.4,0,0.2,0.0,2.6,8.436,0.4,0.5,1.6872,1
1.99,,1.56,,,,0.2,0.0,1.56,5.0,0.2,1.0,0.1,0.2,0.02,,0.2,0.4,0,0.2,0.0,2.2,2.044,,0.5,,0
1.99,13,0.0,0.2,0.0,0.0,0.2,0.0,0.0,,0.2,1.0,0.0,0.2,0.0,2,0.2,,0,0.2,,2.0,1.4,0.4,0.5,0.28,0
1.99,18,0.0,0.2,0.0,0.0,0.2,0.0,0.0,5.0,0.2,1.0,0.0,0.2,,2,0.2,0.4,0,,0.0,2.0,,0.4,0.5,0.28,0
1.85,2,11.24,0.6,6.744,,,5.694,20.73,5.5,,2.2,173.02,0.6,103.812,,,0.4,0,0.2,,,118.85,0.4,,,1
1.85,6,3.7,0.6,2.22,,0.2,0.0,3.7,5.0,,1.0,,0.2,0.024,,0.2,0.4,0,0.2,0.0,2.4,,0.4,0.5,,0
1.85,6,8.53,0.6,5.118,0.16,0.2,0.032,8.69,,0.2,1.0,0.52,0.2,0.104,2,0.4,0.8,0,0.2,0.0,,7.054,,0.5,,1
,6,0.47,0.2,0.094,,0.4,,2.06,5.0,0.2,1.0,,0.2,,2,0.2,0.4,0,0.2,0.0,2.6,2.378,,0.5,0.4756,0
,8,0.95,0.2,0.19,1.33,0.4,0.532,2.28,5.0,0.2,,0.07,0.2,0.014,4,0.2,0.8,0,0.2,0.0,,2.536,0.8,0.5,,1
1.85,,,0.6,7.89,1.63,0.4,0.652,14.78,5.0,,,1.19,0.2,0.238,4,0.2,0.8,0,0.2,0.0,3.2,,0.8,0.5,4.232,1
1.85,8,3.17,0.6,,0.44,0.2,0.088,3.61,,0.2,,0.0,0.2,,,0.2,0.8,,,0.0,,,0.8,0.5,1.516,1
,8,7.02,0.6,4.212,1.77,0.4,,8.79,5.0,0.2,1.0,0.0,0.2,0.0,4,,0.8,0,0.2,0.0,,6.72,,0.5,2.688,1
1.85,,,0.2,0.0,,,0.0,0.0,,0.2,1.0,0.0,0.2,0.0,2,0.2,,0,0.2,0.0,2.0,1.4,0.4,0.5,0.28,0
1.85,8,0.95,0.2,0.19,0.0,0.2,0.0,,5.0,0.2,1.0,,0.2,0.026,4,0.4,1.6,0,0.2,0.0,,2.816,1.6,0.5,2.2528,1
1.85,8,0.0,0.2,0.0,0.0,,0.0,0.0,5.0,,1.0,10.53,0.6,6.318,4,0.2,0.8,0,0.2,0.0,,8.118,0.8,,3.2472,1
1.85,16,9.19,0.6,5.514,4.2,,2.52,13.39,5.0,0.2,,0.52,0.2,0.104,2,0.2,0.4,0,0.2,0.0,3.6,9.538,0.4,0.5,1.9076,1
1.85,19,9.14,0.6,5.484,1.22,0.4,0.488,10.36,,,1.0,0.0,,0.0,6,,1.2,0,,0.0,,8.172,1.2,0.5,4.9032,1
,,0.26,,0.052,0.0,0.2,,,5.0,,1.0,0.0,,0.0,,,0.4,0,0.2,,2.0,,0.4,0.5,0.2904,0
1.85,31,,0.6,1.83,0.05,,0.01,3.1,5.0,0.2,1.0,0.0,0.2,0.0,2,0.2,0.4,0,,,2.4,3.24,0.4,0.5,0.648,0
,4,0.56,,0.112,72.0,,43.2,,5.0,0.2,,0.51,0.2,0.102,,,0.4,,,0.0,3.2,44.814,0.4,0.5,8.9628,1
1.85,4,2.96,,1.776,0.15,0.2,0.03,3.11,5.0,,1.0,,0.2,0.0,,0.2,,0,,0.0,,3.206,0.4,0.5,0.6412,0
1.85,31,,0.6,1.488,0.0,0.2,0.0,2.48,5.0,0.2,1.0,,0.2,0.0,2,0.2,0.4,,,0.0,2.4,,0.4,0.5,0.5776,0
1.85,14,9.94,0.6,5.964,0.44,0.2,,10.38,5.0,0.2,,0.15,0.2,0.03,2,,0.4,0,0.2,0.0,,,0.4,0.5,,1
,14,,0.6,3.078,0.09,0.2,0.018,5.22,5.0,0.2,1.0,0.01,0.2,0.002,2,,,0,0.2,0.0,2.4,,,0.5,,0
1.85,43,2.49,0.6,1.494,0.29,0.2,0.058,,5.0,0.2,1.0,,0.2,0.098,2,0.2,0.4,0,0.2,0.0,2.4,3.05,0.4,,,0
1.85,5,7.22,,4.332,0.28,,,7.5,5.0,0.2,1.0,0.0,0.2,0.0,,0.2,0.4,0,0.2,0.0,2.4,5.788,0.4,0.5,1.1576,1
1.85,5,0.71,,0.142,0.66,0.2,0.132,1.37,5.0,0.2,1.0,0.0,,,2,0.2,0.4,0,0.2,0.0,2.0,1.674,0.4,0.5,0.3348,0
1.85,19,19.21,,11.526,2.47,0.6,1.482,21.68,5.0,0.2,1.0,0.0,0.2,0.0,6,0.2,1.2,0,0.2,0.0,4.0,15.208,1.2,,9.1248,1
1.85,19,0.18,0.2,,0.0,0.2,,0.18,,,1.0,,0.2,,6,0.4,2.4,,0.2,0.0,2.6,3.436,2.4,,4.1232,1
1.85,,5.9,0.6,3.54,0.0,0.2,0.0,5.9,5.0,0.2,,0.74,0.2,,6,,2.4,0,,0.0,3.0,7.088,2.4,0.5,8.5056,1
1.85,,4.04,0.6,2.424,0.0,0.2,0.0,4.04,,0.2,1.0,0.79,0.2,0.158,6,0.2,1.2,,0.2,0.0,,,1.2,,2.8692,1
,19,2.81,0.6,1.686,0.11,0.2,,2.92,5.0,0.2,1.0,19.45,0.6,11.67,,0.2,1.2,0,0.2,0.0,3.2,15.578,1.2,0.5,9.3468,1
1.85,19,5.87,0.6,,,,0.0,5.87,,0.2,1.0,0.44,,0.088,,0.2,1.2,0,0.2,0.0,2.8,5.81,,0.5,3.486,1
,19,1.75,,0.7,0.0,0.2,0.0,1.75,5.0,,1.0,0.35,,0.07,6,0.2,1.2,0,0.2,0.0,2.6,2.97,1.2,0.5,,1
1.85,19,2.05,0.6,1.23,,0.2,,,5.0,0.2,1.0,,0.2,,6,0.2,,,0.2,0.0,2.8,4.136,,,2.4816,1
1.85,19,0.0,0.2,,0.0,0.2,0.0,0.0,,,1.0,0.04,0.2,0.008,6,0.4,,0,0.2,0.0,,3.408,2.4,0.5,4.0896,1
1.85,16,3.67,,2.202,0.18,0.2,0.036,3.85,,0.2,,0.0,0.2,0.0,2,0.2,,0,0.2,0.0,2.4,3.638,0.4,0.5,0.7276,0
1.85,9,0.64,0.2,0.128,0.95,0.2,0.19,1.59,5.0,0.2,1.0,0.0,0.2,0.0,2,,0.4,,0.4,0.4,2.2,2.118,0.8,0.5,0.8472,0
1.85,9,7.37,,4.422,1.64,,0.656,,5.0,,1.0,0.08,0.2,0.016,2,0.2,0.4,0,,0.0,,6.494,,,1.2988,1
1.85,9,10.79,0.6,6.474,0.67,,0.134,11.46,5.0,0.2,1.0,0.04,,0.008,2,0.2,0.4,0,,,,8.016,0.4,0.5,1.6032,1
1.85,11,10.02,0.6,6.012,,0.2,0.19,,5.0,0.2,1.0,0.43,0.2,,2,0.2,,,0.2,0.0,2.4,,0.4,0.5,1.5376,1
,11,0.44,0.2,0.088,0.62,0.2,0.124,1.06,5.0,0.2,1.0,0.64,,,2,0.2,0.4,0,0.2,,2.0,1.74,0.4,0.5,0.348,0
1.85,12,2.89,0.6,1.734,0.11,,0.022,3.0,5.0,0.2,,0.04,0.2,0.008,2,0.2,0.4,0,0.2,0.0,2.4,3.164,0.4,,0.6328,0
,12,0.6,0.2,0.12,1.14,0.4,0.456,1.74,5.0,0.2,1.0,0.43,0.2,0.086,,,0.4,0,0.2,0.0,2.6,2.062,0.4,0.5,,0
1.85,8,0.79,0.2,,,0.4,0.404,1.8,5.0,0.2,1.0,0.57,0.2,0.114,,,0.4,0,,0.0,2.6,,0.4,0.5,0.4152,0
1.85,8,3.26,0.6,1.956,0.36,0.2,0.072,3.62,5.0,,1.0,0.02,0.2,0.004,2,0.2,0.4,0,,0.0,2.4,3.432,0.4,,0.6864,0
1.85,,8.94,0.6,5.364,1.32,0.4,,,5.0,0.2,1.0,,0.2,0.004,2,0.2,0.4,0,0.2,0.0,3.0,7.296,,0.5,1.4592,1
1.85,27,4.6,0.6,2.76,1.17,,0.468,,5.0,0.2,1.0,0.04,0.2,0.008,2,0.2,,0,0.2,0.0,3.0,,0.4,0.5,,0
1.85,,7.01,0.6,4.206,1.12,0.4,,8.13,5.0,,1.0,0.1,0.2,,2,,0.4,0,0.2,0.0,3.0,6.074,,0.5,1.2148,1
1.85,29,1.04,,0.416,,0.2,0.182,1.95,5.0,0.2,1.0,0.37,0.2,0.074,2,0.2,0.4,,0.2,,2.2,2.072,0.4,0.5,,0
1.85,9,2.81,0.6,1.686,0.41,0.2,0.082,3.22,5.0,0.2,1.0,0.0,0.2,0.0,2,,0.4,,0.2,0.0,2.4,3.168,0.4,0.5,0.6336,0
1.85,9,0.7,0.2,0.14,0.6,,0.12,1.3,5.0,0.2,,0.51,,0.102,,0.2,0.4,,0.2,0.0,2.0,,0.4,0.5,0.3524,0
1.85,32,0.78,0.2,0.156,0.97,0.2,,,5.0,0.2,1.0,0.97,0.2,0.194,2,0.2,0.4,0,,0.0,2.0,,,0.5,0.3888,0
1.85,32,7.09,0.6,4.254,,,,9.04,5.0,0.2,,0.0,,0.0,2,0.2,0.4,,0.2,0.0,3.0,6.434,0.4,0.5,,1
,32,1.39,0.4,0.556,1.1,0.4,0.44,,5.0,0.2,1.0,,0.2,0.0,2,0.2,0.4,0,0.2,0.0,2.8,,,0.5,0.4792,0
,8,,0.6,1.476,0.37,0.2,0.074,2.83,,0.2,1.0,,0.2,0.0,2,0.2,0.4,0,,0.0,,2.95,0.4,0.5,0.59,0
1.85,4,2.48,0.6,1.488,,0.2,0.02,2.58,,0.2,1.0,0.0,,,2,0.2,0.4,0,0.2,0.0,2.4,2.908,0.4,0.5,,0
1.85,15,1.28,0.4,0.512,1.75,0.4,0.7,3.03,5.0,0.2,1.0,0.0,0.2,0.0,2,0.2,0.4,0,,0.0,2.8,2.612,0.4,0.5,0.5224,0
1.85,15,3.83,0.6,2.298,0.28,0.2,0.056,4.11,5.0,0.2,1.0,,0.2,0.0,2,0.2,0.4,0,0.2,0.0,2.4,,0.4,0.5,0.7508,0
1.85,15,3.74,0.6,2.244,0.55,0.2,,,5.0,0.2,1.0,0.0,,0.0,2,0.2,0.4,0,0.2,0.0,2.4,,0.4,0.5,0.7508,0
1.85,15,11.44,,6.864,,,0.564,12.85,,0.2,,0.04,0.2,0.008,2,,0.4,0,0.2,0.0,,8.836,,0.5,1.7672,1
,13,,0.6,2.994,,0.2,0.128,,5.0,0.2,1.0,0.0,0.2,0.0,2,0.2,0.4,0,0.2,0.0,2.4,4.522,0.4,0.5,,0
1.85,13,8.25,,4.95,,0.4,0.636,9.84,,0.2,1.0,0.02,0.2,0.004,2,0.2,0.4,0,,,3.0,6.99,0.4,,1.398,1
1.85,13,0.25,0.2,0.05,1.8,0.4,0.72,,5.0,0.2,1.0,0.74,0.2,0.148,2,0.2,0.4,,,0.0,2.6,2.318,0.4,0.5,0.4636,0
,18,7.2,0.6,4.32,0.43,0.2,0.086,7.63,,0.2,1.0,0.01,,0.002,2,0.2,0.4,,0.2,0.0,2.4,5.808,0.4,0.5,1.1616,1
1.85,,0.73,,0.146,1.24,,0.496,1.97,,,1.0,,0.2,,2,0.2,0.4,0,0.2,0.0,2.6,2.082,0.4,0.5,0.4164,0
1.85,43,5.2,0.6,3.12,0.0,0.2,,5.2,5.0,0.2,1.0,0.0,,0.0,2,,0.4,,0.2,,2.4,4.52,0.4,0.5,0.904,0
1.85,19,1.16,0.4,,0.0,0.2,0.0,1.16,5.0,0.2,1.0,0.11,0.2,0.022,6,0.2,1.2,,,0.0,2.6,2.686,1.2,0.5,,1
1.85,19,0.0,0.2,0.0,0.0,,0.0,0.0,5.0,0.2,1.0,0.19,0.2,0.038,6,0.2,1.2,0,0.2,0.0,2.4,2.238,,0.5,1.3428,1
1.85,6,0.65,,0.13,0.03,0.2,0.006,0.68,5.0,0.2,,0.14,0.2,0.028,2,0.2,0.4,0,,0.0,2.0,1.564,,0.5,,0
1.85,6,0.79,0.2,,0.0,0.2,,0.79,5.0,0.2,1.0,3.54,,0.708,2,0.2,,0,0.2,,2.0,2.266,0.4,0.5,0.4532,0
,,3.28,0.6,1.968,0.25,0.2,0.05,3.53,5.0,0.2,1.0,0.04,0.2,,6,,1.2,0,0.2,0.0,2.8,4.226,1.2,0.5,2.5356,1
1.85,19,0.9,0.2,0.18,,0.2,0.0,0.9,5.0,,,,0.2,0.026,,0.2,1.2,0,0.2,,2.4,,1.2,0.5,,1
1.85,9,5.0,0.6,,,,,5.54,,0.2,1.0,0.0,0.2,,2,,,0,0.2,0.0,2.4,4.508,0.4,0.5,,0
1.85,9,,0.6,4.242,0.72,,0.144,7.79,5.0,0.2,1.0,,0.2,0.0,2,0.2,,0,0.2,0.0,2.4,5.786,,0.5,1.1572,1
1.85,14,1.08,0.4,,,,0.792,3.06,5.0,0.2,,3.92,0.2,0.784,2,0.2,,0,0.2,0.0,2.8,3.408,0.4,0.5,0.6816,0
1.85,13,,0.6,2.076,0.09,0.2,0.018,3.55,5.0,0.2,,0.06,0.2,,2,,,,0.2,0.0,2.4,3.506,0.4,0.5,0.7012,0
1.85,22,0.6,0.2,0.12,,,0.432,1.68,5.0,,1.0,0.33,,0.066,2,0.2,0.4,0,,0.0,2.6,2.018,0.4,0.5,0.4036,0
1.85,,3.92,0.6,2.352,,0.4,0.432,5.0,5.0,0.2,,0.0,0.2,0.0,2,0.2,,,,0.0,3.0,4.184,0.4,,0.8368,0
,,7.84,0.6,4.704,2.81,,1.686,10.65,5.0,0.2,1.0,0.0,0.2,0.0,2,,0.8,0,0.2,0.0,3.8,8.19,0.8,,3.276,1
1.85,,0.99,0.2,0.198,0.0,0.2,0.0,0.99,5.0,0.2,1.0,0.0,0.2,,4,0.2,0.8,0,,,2.2,1.998,,0.5,,0
,2,0.17,0.2,0.034,0.11,0.2,0.022,0.28,5.0,0.2,1.0,,,0.0,,0.2,0.4,,0.2,0.0,2.0,1.456,0.4,0.5,0.2912,0
1.85,19,45.23,0.6,27.138,36.18,,21.708,81.41,5.0,0.2,1.0,0.0,0.2,0.0,6,0.2,1.2,0,0.2,0.0,4.0,51.046,1.2,0.5,30.6276,1
1.85,,1.69,0.4,0.676,0.21,0.2,0.042,1.9,5.0,0.2,1.0,0.0,0.2,,2,,0.4,0,0.2,0.0,2.2,2.118,0.4,,0.4236,0
1.85,43,0.18,0.2,,0.63,0.2,0.126,0.81,5.0,0.2,1.0,0.0,0.2,0.0,2,,0.4,0,0.2,0.0,,1.562,0.4,0.5,0.3124,0
1.85,31,0.01,0.2,0.002,0.91,0.2,0.182,0.92,,,,0.0,0.2,0.0,2,0.2,0.4,0,0.2,0.0,2.0,1.584,0.4,0.5,,0
1.85,,0.88,,0.176,1.5,0.4,,2.38,,0.2,,0.19,0.2,0.038,2,0.2,0.4,0,0.2,0.0,2.6,,,0.5,0.4428,0
1.85,2,,0.4,0.468,0.15,0.2,,,5.0,0.2,1.0,0.0,0.2,0.0,2,0.2,,0,0.2,0.0,2.2,1.898,0.4,0.5,0.3796,0
1.85,8,0.0,0.2,0.0,0.0,0.2,,0.0,5.0,0.2,1.0,0.0,0.2,0.0,4,0.2,0.8,,0.2,0.0,2.2,1.8,0.8,0.5,0.72,0
1.85,16,0.0,,0.0,0.0,,0.0,0.0,5.0,0.2,,0.0,,0.0,2,0.2,0.4,0,0.2,0.0,2.0,1.4,0.4,,0.28,0
1.85,8,0.0,,0.0,,0.2,0.0,0.0,5.0,0.2,1.0,0.2,0.2,0.04,,0.2,0.8,0,0.2,0.0,2.2,1.84,0.8,0.5,,0
