Air temperature,Process temperature,Rotational speed,Torque,Tool wear,class
303.2,311.5,1336.0,58.2,2.0,False
303.2,311.4,2102.0,19.0,5.0,False
303.2,311.4,1351.0,53.8,8.0,False
,311.5,1601.0,35.2,10.0,False
303.2,311.3,,,12.0,False
303.3,311.3,1592.0,33.7,,False
303.3,311.3,1409.0,,16.0,False
303.3,311.3,1393.0,47.4,18.0,False
303.2,311.2,,,20.0,True
303.2,311.2,1427.0,45.6,25.0,False
,311.2,1763.0,27.3,27.0,False
,311.2,,,,False
303.2,311.2,,50.9,31.0,False
303.2,,1688.0,31.9,33.0,False
303.3,311.4,,,36.0,False
303.3,,1502.0,39.5,38.0,True
303.2,311.4,1607.0,36.6,43.0,True
303.3,311.5,1384.0,,48.0,False
303.4,311.7,1295.0,51.3,51.0,False
303.4,311.7,,19.0,53.0,True
,311.6,1497.0,42.8,58.0,False
,311.6,1465.0,48.7,,False
303.5,311.6,,46.5,62.0,False
303.6,,1546.0,38.5,64.0,False
303.7,311.9,1332.0,52.7,66.0,True
303.7,312.0,,11.4,71.0,False
303.7,312.1,1443.0,45.9,74.0,False
303.7,312.0,,48.6,76.0,False
303.7,312.0,1892.0,22.5,79.0,False
303.6,312.0,,35.7,81.0,False
,,,50.1,84.0,False
303.6,312.0,1309.0,,86.0,False
303.6,311.9,1544.0,37.1,,True
,311.9,1344.0,49.3,93.0,False
303.6,311.9,,36.0,,False
303.6,312.0,,37.9,98.0,False
303.6,312.0,1391.0,,101.0,False
303.6,312.0,1827.0,23.3,103.0,False
303.5,312.0,1761.0,25.8,105.0,False
303.5,,1522.0,36.4,107.0,False
303.5,312.2,,23.6,109.0,False
303.6,312.2,,54.6,112.0,True
303.7,312.3,1511.0,38.9,117.0,False
303.7,312.4,,46.6,,False
303.7,312.3,,45.9,121.0,False
303.8,312.5,1368.0,52.6,123.0,False
,312.5,1641.0,36.0,,False
303.9,,1642.0,32.3,,False
303.9,,1401.0,50.0,129.0,True
303.8,312.6,1577.0,41.3,134.0,False
303.7,312.6,,44.1,,False
303.7,,1514.0,,138.0,True
303.8,312.8,,35.8,143.0,False
303.8,312.8,1443.0,,145.0,False
303.7,312.7,1469.0,48.5,147.0,False
303.7,312.7,1564.0,40.2,150.0,True
303.6,,1498.0,40.2,155.0,True
303.6,,1699.0,27.9,160.0,False
303.6,312.5,1431.0,49.0,162.0,False
303.5,312.4,,47.3,,False
303.5,312.5,1380.0,46.1,166.0,False
303.5,312.5,,46.4,168.0,False
303.5,312.5,,42.2,,False
303.5,312.5,1353.0,,172.0,False
,312.4,1574.0,32.7,,False
303.5,312.4,1318.0,,177.0,False
,312.5,1710.0,,180.0,False
,312.6,,38.8,182.0,False
303.6,312.6,1606.0,33.6,,False
,312.5,,54.0,,True
303.5,,1503.0,36.5,191.0,False
303.5,312.3,1404.0,,193.0,False
303.4,312.2,1656.0,32.7,,False
,312.1,1499.0,39.4,197.0,False
,312.0,1748.0,28.4,200.0,False
303.4,,,37.9,203.0,False
303.3,311.8,1536.0,,,False
303.4,311.8,1401.0,53.0,,False
,,1534.0,33.2,210.0,True
,312.0,1521.0,35.9,215.0,False
303.5,312.1,,30.8,0.0,False
,312.1,1967.0,20.9,2.0,False
,,1696.0,30.7,5.0,False
303.6,312.1,,,7.0,False
303.5,311.9,,45.6,10.0,False
303.5,311.9,1565.0,,12.0,False
303.5,311.9,1493.0,,14.0,False
303.4,311.8,1499.0,,,False
303.3,,1692.0,30.6,18.0,False
303.4,311.8,2268.0,15.8,,False
303.4,,1438.0,58.9,22.0,False
303.5,311.9,1515.0,39.2,,False
303.4,311.9,1491.0,38.2,26.0,False
303.5,,1756.0,29.7,28.0,False
303.5,,1366.0,54.5,30.0,False
303.5,312.0,,45.1,32.0,False
303.4,311.9,1377.0,41.6,34.0,False
303.4,311.9,1510.0,42.2,36.0,False
303.4,311.9,,50.9,39.0,False
303.3,311.8,1315.0,62.0,42.0,False
303.3,311.8,1806.0,27.7,,True
,,1649.0,29.4,,True
,311.9,,50.0,54.0,True
303.4,311.9,1298.0,63.9,59.0,False
303.3,311.8,1441.0,44.9,61.0,False
,311.8,1489.0,,64.0,False
303.3,311.8,1842.0,24.5,67.0,False
,311.8,1316.0,50.9,,False
303.3,311.8,1583.0,33.3,72.0,False
303.3,311.8,1548.0,33.5,75.0,False
303.4,,1434.0,44.6,,False
303.5,312.0,1397.0,52.9,80.0,True
303.5,312.0,1475.0,42.9,85.0,False
,,1441.0,56.8,,False
303.7,312.1,1363.0,51.8,90.0,False
303.7,312.2,1619.0,34.9,92.0,False
303.7,312.2,1487.0,34.0,94.0,False
303.7,312.2,1568.0,,96.0,False
303.7,312.3,1375.0,46.2,98.0,False
303.6,312.3,1698.0,31.3,100.0,False
303.7,312.3,,37.4,103.0,False
303.7,312.3,,51.0,105.0,False
303.7,312.4,1535.0,38.6,107.0,False
303.6,312.4,1504.0,49.5,109.0,False
303.5,312.3,,21.1,,False
303.5,312.1,1326.0,55.7,114.0,False
303.6,312.3,1915.0,22.3,116.0,False
303.6,312.3,1451.0,43.4,119.0,False
,312.3,1624.0,34.8,,False
303.6,312.4,1781.0,28.7,,False
303.6,312.5,1345.0,,126.0,False
303.6,,1418.0,,128.0,False
303.7,312.4,1718.0,,130.0,False
,312.4,1631.0,,132.0,False
303.7,312.4,1513.0,40.1,135.0,False
303.7,312.4,1316.0,59.3,137.0,False
303.7,,1474.0,38.8,139.0,False
303.8,312.5,,30.9,142.0,False
303.7,,1702.0,,144.0,False
303.7,312.4,1540.0,37.4,146.0,False
303.7,312.4,,33.7,149.0,False
303.7,312.4,1348.0,51.0,152.0,False
303.7,312.5,1520.0,35.6,154.0,True
,312.6,1527.0,41.9,159.0,False
303.8,312.6,1406.0,47.1,162.0,False
303.7,312.5,,46.2,165.0,False
303.8,312.6,1684.0,29.3,167.0,False
303.8,312.5,1655.0,,170.0,True
,,1748.0,25.1,175.0,True
303.8,312.5,1372.0,45.7,180.0,False
303.7,312.5,1481.0,33.3,,False
303.7,312.4,1512.0,39.2,184.0,False
303.7,312.5,1632.0,,186.0,False
303.7,312.4,1525.0,43.9,,False
303.7,312.3,,26.4,190.0,False
,,1922.0,23.1,193.0,False
,,1448.0,,195.0,False
303.8,312.5,1447.0,46.6,198.0,True
303.8,312.4,1597.0,33.4,203.0,False
303.7,,1642.0,32.3,206.0,False
303.8,312.5,1525.0,38.0,209.0,True
303.6,312.4,1460.0,,214.0,True
303.6,312.3,2168.0,17.7,219.0,False
303.6,312.4,1388.0,41.9,221.0,False
303.6,312.3,1630.0,32.4,223.0,False
303.6,312.3,1616.0,29.3,226.0,False
303.6,312.4,,16.8,,False
303.6,312.4,,50.7,2.0,True
303.6,,1363.0,,7.0,False
303.6,312.4,1436.0,45.6,9.0,True
,,1607.0,33.7,,False
,,1459.0,48.2,17.0,False
,312.4,1481.0,43.7,20.0,False
303.5,312.4,1606.0,31.7,22.0,False
303.5,,1681.0,29.8,25.0,False
303.5,312.2,1511.0,37.1,27.0,False
303.5,312.3,1593.0,,29.0,False
303.5,312.3,1532.0,41.7,32.0,False
303.5,312.3,1386.0,49.0,35.0,True
,312.3,1769.0,27.9,40.0,True
303.4,312.2,1561.0,38.2,,False
303.3,312.2,1457.0,40.7,,False
,312.2,,40.0,50.0,False
303.4,312.2,1337.0,69.4,52.0,False
303.4,312.3,,54.8,,False
303.4,312.2,1615.0,,56.0,False
303.4,312.2,1972.0,23.5,59.0,False
303.4,312.3,1522.0,42.1,62.0,True
,312.3,,30.6,67.0,False
303.4,,,,69.0,False
,312.3,,33.3,71.0,False
303.5,312.3,1584.0,,74.0,False
,312.4,1340.0,44.5,76.0,False
303.4,312.3,1663.0,,78.0,False
303.3,312.1,1693.0,30.0,,False
303.3,312.1,1418.0,44.7,83.0,False
303.4,,,36.8,85.0,True
,312.2,1580.0,35.8,,False
303.4,312.3,1479.0,42.8,92.0,False
,312.4,1284.0,70.6,94.0,False
303.4,312.3,1540.0,38.7,96.0,False
,312.4,,30.1,98.0,False
303.6,,1286.0,62.4,101.0,False
303.6,312.6,,39.5,103.0,False
303.6,312.7,,31.5,105.0,False
303.5,312.6,,34.2,108.0,False
303.6,,1436.0,42.0,110.0,True
,312.7,1765.0,27.5,115.0,False
303.6,312.7,1418.0,44.1,118.0,False
,312.7,1669.0,31.7,,False
303.7,,1395.0,53.9,,False
303.8,312.7,1500.0,,125.0,False
303.8,312.7,1555.0,33.4,128.0,False
303.8,312.7,,20.2,,False
303.8,312.7,1596.0,36.6,134.0,False
303.8,312.7,1374.0,,136.0,False
303.7,312.5,,26.1,139.0,False
,312.6,1702.0,29.1,141.0,False
303.8,312.5,1366.0,45.1,,False
,312.5,2344.0,15.2,146.0,False
303.8,,1768.0,23.9,149.0,False
303.8,312.5,,47.0,152.0,False
303.8,,1735.0,25.9,154.0,False
,312.7,1339.0,62.3,156.0,False
303.9,,,24.3,158.0,False
304.0,312.7,,51.2,160.0,False
303.9,312.7,1789.0,24.4,163.0,False
303.9,312.7,,33.9,165.0,False
,312.7,,49.3,167.0,False
303.8,312.6,1793.0,28.1,170.0,False
303.9,312.6,1426.0,53.4,,False
303.9,312.7,1485.0,43.3,174.0,False
303.9,312.7,1528.0,38.4,177.0,False
303.8,312.6,1565.0,,179.0,False
303.8,312.7,1838.0,,181.0,False
303.8,312.6,,24.9,183.0,True
303.8,312.7,1461.0,38.2,188.0,False
303.8,312.7,,41.7,190.0,False
303.7,312.7,1426.0,,192.0,False
303.7,312.7,1359.0,56.8,194.0,False
,,1540.0,44.8,,False
,312.7,1429.0,47.7,198.0,False
303.7,312.7,1612.0,36.3,200.0,False
303.7,312.8,1685.0,31.8,203.0,False
,312.8,1558.0,37.7,206.0,False
303.7,313.0,1811.0,24.3,209.0,False
,313.1,1869.0,,211.0,False
,313.1,1256.0,58.7,213.0,False
303.8,313.0,1789.0,23.5,215.0,False
303.7,312.9,1502.0,40.5,0.0,False
303.7,313.0,1303.0,54.4,2.0,False
303.8,313.1,,,,False
,313.2,1499.0,37.4,,False
303.9,313.2,,46.5,,False
303.9,313.0,1475.0,41.0,11.0,False
303.8,312.9,1573.0,,14.0,False
303.8,,1819.0,,,False
303.5,312.6,1642.0,29.4,18.0,False
,312.6,1540.0,39.8,21.0,False
303.6,312.8,1400.0,43.2,,False
,312.8,2659.0,,26.0,False
303.6,312.8,1825.0,25.2,29.0,False
,,,41.3,32.0,False
303.7,312.8,1832.0,23.6,35.0,False
303.6,312.7,2174.0,,37.0,False
303.7,,1627.0,31.7,40.0,False
303.7,312.8,1437.0,51.3,,False
303.7,312.8,1364.0,46.3,44.0,False
,312.9,1444.0,52.7,46.0,False
,312.8,1366.0,47.3,49.0,False
303.8,312.9,1442.0,48.3,,False
303.7,312.8,,42.8,54.0,True
303.7,312.8,1523.0,40.7,59.0,False
303.7,,1543.0,38.3,61.0,False
303.7,,1634.0,33.8,63.0,False
303.8,,,27.8,66.0,False
303.8,,1594.0,,69.0,False
303.8,313.0,1452.0,38.6,72.0,False
303.9,,1759.0,,,False
,313.0,1408.0,,76.0,False
303.9,,1483.0,45.0,,False
,313.0,1620.0,36.6,80.0,False
304.0,313.1,1466.0,39.5,83.0,False
304.1,313.1,1556.0,36.3,86.0,False
304.0,313.0,1350.0,61.1,,False
304.0,313.1,,47.1,90.0,False
304.0,313.0,,34.5,92.0,False
303.9,313.1,,29.0,95.0,False
303.9,313.1,1473.0,42.8,97.0,False
,313.2,1481.0,40.0,100.0,False
304.0,,1294.0,54.6,102.0,False
303.9,,,,,False
303.9,,1624.0,39.8,107.0,False
303.9,313.1,1437.0,48.3,110.0,False
303.8,,1514.0,,,False
304.0,313.1,,31.4,116.0,False
304.0,313.1,,50.9,119.0,False
303.9,313.1,,41.1,121.0,False
304.0,313.2,1500.0,40.6,,False
304.0,313.2,1615.0,37.8,127.0,False
304.1,313.2,,,129.0,False
304.1,313.3,1732.0,28.5,132.0,False
304.1,313.3,1689.0,32.5,134.0,True
304.1,,1586.0,34.6,139.0,True
304.0,313.2,1314.0,47.1,144.0,False
304.1,313.2,1569.0,35.8,146.0,False
304.1,313.2,1468.0,,148.0,False
304.1,313.2,,47.5,150.0,False
304.1,313.2,,,,False
304.1,313.2,1410.0,,155.0,False
304.1,,1680.0,,158.0,False
304.0,313.2,,68.6,161.0,True
,313.1,1472.0,45.5,166.0,True
304.0,,1701.0,30.4,171.0,True
303.9,313.0,1480.0,39.9,,False
303.9,313.0,1433.0,48.4,178.0,False
303.8,312.9,1514.0,34.3,180.0,False
303.8,312.9,,35.7,,False
303.8,312.9,1378.0,45.6,184.0,True
,312.9,1430.0,53.5,189.0,False
,,1367.0,49.9,192.0,False
303.9,312.9,1526.0,42.5,194.0,False
303.9,312.8,1419.0,47.9,,False
304.0,312.8,1542.0,42.7,198.0,False
304.0,,1363.0,62.5,200.0,False
304.0,312.9,,53.9,202.0,False
304.0,312.9,1495.0,46.6,,True
304.0,313.0,1407.0,,5.0,False
,,1566.0,37.2,,False
304.1,313.1,1550.0,30.9,9.0,False
,,1396.0,50.5,11.0,False
304.3,313.3,1540.0,39.0,14.0,False
304.2,313.2,1380.0,48.7,17.0,False
,313.1,1608.0,31.1,20.0,False
304.2,313.0,1442.0,40.9,23.0,True
304.1,313.0,1408.0,45.3,28.0,False
304.0,313.0,,46.8,30.0,False
304.1,,1666.0,34.6,,False
,313.2,1366.0,46.6,35.0,False
304.2,,1464.0,44.9,,False
304.3,313.3,1775.0,24.9,39.0,False
304.3,313.4,1482.0,43.8,41.0,False
,313.4,1411.0,54.8,44.0,False
304.2,313.3,1410.0,51.6,47.0,False
304.1,313.3,,,49.0,False
304.1,313.2,,,52.0,True
304.1,313.1,1327.0,54.1,57.0,False
304.1,313.1,,20.8,,False
304.0,,1377.0,56.0,61.0,False
,313.0,1541.0,,,False
,313.0,1685.0,,66.0,False
304.0,313.1,1465.0,41.0,,False
303.9,313.1,,47.2,71.0,False
303.9,313.2,1570.0,40.7,74.0,False
303.9,,1345.0,48.2,77.0,False
303.9,313.2,1608.0,40.6,79.0,False
304.0,313.3,1415.0,52.8,82.0,False
304.1,313.5,1470.0,45.8,85.0,False
,313.5,1428.0,39.9,88.0,False
304.2,313.5,1627.0,32.2,91.0,True
,313.4,1457.0,49.4,96.0,False
304.2,313.4,1475.0,40.2,,False
304.2,313.5,1438.0,,,False
304.2,,1437.0,47.2,102.0,False
304.1,313.4,1518.0,42.4,105.0,False
,,1587.0,33.6,108.0,False
304.1,313.4,1399.0,43.7,111.0,False
304.1,313.5,1469.0,44.6,,False
,,1374.0,56.6,115.0,False
,,1519.0,36.7,117.0,False
303.9,313.2,1540.0,44.4,119.0,False
303.9,313.3,1394.0,51.6,121.0,False
304.0,313.4,,,123.0,False
304.0,313.5,1732.0,26.2,126.0,False
304.1,313.6,,37.4,129.0,False
304.1,313.6,1441.0,43.7,131.0,False
304.1,313.6,1382.0,,134.0,False
304.2,,1481.0,44.9,136.0,False
304.2,313.7,2113.0,,139.0,False
,313.8,1401.0,53.9,142.0,False
304.1,313.6,1611.0,31.4,144.0,False
304.2,313.6,,33.4,146.0,False
304.2,313.6,1411.0,46.0,,False
304.2,313.6,1424.0,,151.0,False
304.2,313.6,1469.0,40.0,154.0,False
304.2,313.5,1684.0,29.8,,True
304.2,313.5,1532.0,41.3,,False
304.2,313.5,1557.0,37.3,164.0,False
304.3,313.5,1416.0,48.1,167.0,False
304.3,313.5,1802.0,25.4,170.0,False
304.3,,2245.0,15.1,,False
304.2,313.4,1434.0,42.5,175.0,False
,313.3,,,177.0,False
304.2,313.3,1668.0,35.7,180.0,False
304.1,313.3,,43.9,182.0,False
,313.3,1415.0,50.0,184.0,False
304.1,313.2,1824.0,25.8,,False
304.1,313.3,1438.0,45.5,188.0,False
304.1,313.3,1883.0,24.5,190.0,False
304.2,313.4,1735.0,28.9,192.0,False
304.3,313.5,,36.7,194.0,False
,,1489.0,40.3,196.0,False
,,,38.9,199.0,False
304.3,313.6,1585.0,32.1,202.0,False
304.4,313.7,,,205.0,False
,313.6,1568.0,39.1,,False
304.3,,,42.0,2.0,False
304.4,313.7,1607.0,,5.0,False
304.5,,1670.0,32.9,,False
304.4,313.6,1585.0,38.9,9.0,False
304.4,313.6,1569.0,38.4,11.0,False
304.4,313.6,1507.0,43.1,13.0,False
304.3,313.5,1452.0,41.5,15.0,False
304.3,313.5,1590.0,29.8,17.0,False
,313.6,1409.0,56.0,,False
304.3,313.5,2643.0,12.7,21.0,False
304.2,313.4,1644.0,31.7,23.0,False
304.2,313.4,,37.6,25.0,False
304.2,313.3,,37.3,27.0,True
304.2,313.4,1482.0,,32.0,False
,313.3,,49.6,34.0,True
304.1,313.3,1459.0,50.3,,False
304.2,313.4,1490.0,44.0,41.0,False
304.1,313.2,1434.0,50.1,43.0,False
304.1,313.2,2028.0,,45.0,False
304.2,,,45.9,48.0,False
,313.4,,23.5,,False
304.3,313.4,1624.0,32.1,53.0,False
,313.4,1421.0,,56.0,False
304.2,313.5,1546.0,41.4,58.0,True
304.2,313.4,1639.0,32.7,63.0,False
304.1,313.4,,29.6,65.0,True
304.1,313.3,,39.9,70.0,False
304.1,313.3,1480.0,38.4,72.0,False
304.2,313.4,1329.0,54.5,75.0,False
304.2,313.4,1740.0,28.2,78.0,False
,313.5,,28.1,80.0,False
304.2,,1390.0,47.8,83.0,False
304.2,313.4,1740.0,23.7,86.0,False
304.0,313.3,,27.1,88.0,False
304.0,313.1,,53.2,91.0,True
304.0,313.2,1517.0,,96.0,True
304.0,,1450.0,42.8,101.0,False
304.0,,1584.0,,104.0,False
,,,28.7,106.0,False
,313.1,,31.9,108.0,False
303.9,313.0,1901.0,22.5,110.0,False
,313.0,1397.0,,113.0,False
304.0,313.0,2012.0,,115.0,False
304.0,313.0,2354.0,15.0,117.0,False
,313.1,1648.0,35.7,119.0,False
304.0,,1632.0,30.6,,False
304.1,313.2,1427.0,46.9,123.0,False
304.1,,1452.0,48.0,,False
304.0,313.2,,46.0,128.0,False
,313.1,,62.9,130.0,False
304.0,313.1,1408.0,,132.0,True
303.9,,1668.0,34.4,137.0,False
303.9,,1551.0,36.8,,False
,,1517.0,36.0,142.0,True
303.8,312.9,1570.0,35.8,147.0,True
303.8,312.8,1428.0,53.3,152.0,False
303.8,312.8,1503.0,40.0,154.0,False
303.8,312.8,1416.0,,156.0,False
303.7,312.7,,,158.0,False
,312.7,1335.0,,161.0,False
303.7,,1671.0,30.5,163.0,False
303.7,312.7,1989.0,22.4,166.0,False
303.7,,1468.0,43.3,,False
303.7,312.6,1711.0,27.6,,True
,312.7,1488.0,41.3,175.0,False
303.8,,,29.3,178.0,False
303.8,312.7,1507.0,38.5,180.0,False
303.7,312.6,1466.0,,183.0,False
,312.5,1433.0,53.6,185.0,False
303.7,312.5,,45.7,187.0,False
303.7,312.6,1429.0,43.3,189.0,False
303.7,312.7,1572.0,,192.0,False
,312.7,1532.0,42.7,194.0,False
,,1316.0,51.8,,False
,,1420.0,47.9,,False
303.8,312.9,,,203.0,False
303.8,,1365.0,59.9,205.0,False
303.8,313.0,1633.0,32.9,,False
303.9,313.0,1626.0,31.4,209.0,False
,313.1,1665.0,29.6,,False
303.9,,1350.0,47.2,2.0,False
,313.2,1590.0,,,False
,313.2,1437.0,53.9,7.0,False
303.9,313.0,1403.0,48.3,10.0,False
303.9,313.1,,41.1,12.0,False
,313.1,,61.4,,False
303.9,313.1,1790.0,,,True
303.8,313.1,2117.0,18.6,22.0,False
303.8,313.1,1458.0,42.2,25.0,False
303.6,312.9,1381.0,57.8,27.0,False
303.6,312.9,1450.0,,,False
303.7,,1461.0,50.1,31.0,False
303.7,,1511.0,41.0,,False
303.8,313.1,1394.0,45.4,36.0,False
303.8,313.0,1499.0,42.3,38.0,False
303.7,313.0,1457.0,44.1,40.0,False
303.7,313.0,1753.0,,42.0,False
303.7,313.0,1694.0,28.0,44.0,False
303.7,313.1,1683.0,28.4,46.0,False
303.7,313.1,1496.0,,,False
303.7,313.1,,34.8,50.0,False
303.6,313.0,1593.0,31.6,52.0,False
303.6,313.0,1575.0,38.3,54.0,False
303.5,313.0,1465.0,41.0,,False
303.6,313.1,1405.0,38.3,58.0,False
,313.0,1902.0,21.6,60.0,False
303.4,,1422.0,39.9,63.0,False
,312.9,,,66.0,False
303.4,312.9,1307.0,,,False
303.5,313.0,1322.0,,71.0,False
303.5,313.0,1547.0,40.3,73.0,False
,,1897.0,,,False
303.5,313.0,1403.0,51.9,77.0,False
303.5,313.0,1393.0,,80.0,False
303.5,313.0,1482.0,38.5,82.0,False
303.5,312.9,1572.0,44.7,84.0,False
303.5,312.9,1544.0,36.9,87.0,False
303.5,313.0,,46.1,,False
,312.8,1513.0,,92.0,False
,312.8,1449.0,,94.0,False
303.5,312.8,1877.0,22.3,96.0,False
303.4,312.8,1376.0,53.4,98.0,False
303.5,312.9,,23.3,100.0,False
303.4,312.8,1518.0,38.7,103.0,False
,,1438.0,42.8,106.0,False
303.4,312.9,1389.0,,109.0,False
303.5,,1504.0,44.8,111.0,False
303.5,312.9,1275.0,64.4,113.0,False
303.6,313.0,,39.7,115.0,False
303.6,,1396.0,,117.0,False
303.6,,,44.1,,False
303.6,313.0,,30.9,122.0,False
303.7,,1423.0,41.2,,False
303.5,313.0,1606.0,34.0,,False
303.5,,1501.0,44.0,128.0,False
303.5,312.9,1618.0,,130.0,False
303.6,,1522.0,,133.0,False
303.6,312.9,1480.0,41.4,135.0,False
303.7,313.0,1469.0,,,False
303.8,,,52.4,,True
303.8,313.2,1525.0,41.9,145.0,False
,313.2,1732.0,29.6,,False
303.8,,1523.0,39.8,,False
303.8,313.1,,42.4,152.0,False
303.8,313.2,1506.0,,154.0,True
303.8,313.2,1531.0,39.4,,False
303.9,313.3,1507.0,34.3,,False
,313.3,1526.0,40.7,164.0,False
303.8,313.3,1406.0,52.1,166.0,False
303.9,,,,168.0,False
303.9,,1464.0,,,False
303.9,313.4,1442.0,,174.0,False
303.8,313.2,1336.0,,,False
303.8,313.2,1379.0,50.2,178.0,True
303.7,313.1,,48.6,,False
303.7,313.1,2130.0,18.1,185.0,False
303.7,313.1,1355.0,49.1,188.0,False
303.8,313.2,,26.5,190.0,False
303.8,313.1,1309.0,,193.0,False
303.9,,,37.2,195.0,False
303.9,,1481.0,44.1,197.0,False
303.9,313.1,1425.0,49.3,199.0,False
303.9,313.2,1680.0,29.1,201.0,True
304.0,,1612.0,31.7,206.0,True
304.0,313.3,1530.0,34.8,211.0,False
,,1481.0,,213.0,False
303.9,313.2,1422.0,48.0,215.0,False
303.8,313.0,1427.0,43.0,0.0,False
303.7,312.9,1460.0,49.8,2.0,True
303.6,,1873.0,23.5,7.0,False
,312.9,1566.0,32.6,9.0,False
303.6,312.8,1701.0,30.8,12.0,False
303.6,312.8,1710.0,27.2,,False
303.6,312.8,1689.0,33.1,16.0,False
303.6,312.7,1637.0,32.9,19.0,False
303.5,312.6,1496.0,39.0,21.0,False
303.5,312.7,1402.0,47.0,23.0,False
303.4,312.7,1363.0,45.5,,False
303.4,,1576.0,49.9,28.0,False
303.4,312.7,1357.0,55.3,,False
303.4,,1399.0,48.4,,False
303.4,,,30.8,37.0,False
303.5,,1694.0,,40.0,False
303.5,312.7,,49.1,42.0,False
303.5,312.7,2116.0,16.7,,False
303.7,312.9,1406.0,41.9,48.0,False
303.7,313.0,,45.5,51.0,False
303.6,312.9,,31.9,53.0,False
303.7,312.8,1448.0,44.5,,False
303.6,312.7,,,57.0,True
303.5,312.6,1405.0,51.6,62.0,False
303.4,312.6,2706.0,9.8,,False
303.3,,1505.0,38.9,68.0,False
,312.4,1663.0,33.7,71.0,False
303.3,312.6,1482.0,44.4,73.0,False
303.3,312.5,1674.0,32.7,76.0,False
303.4,312.7,1594.0,32.8,79.0,False
303.5,,1393.0,49.3,82.0,False
303.5,,1404.0,55.8,84.0,True
,312.8,,,89.0,False
303.5,312.8,,38.4,92.0,False
303.4,312.8,1360.0,50.8,94.0,False
303.5,312.8,1524.0,39.4,96.0,False
303.4,312.7,,35.5,98.0,False
303.3,312.7,,63.8,100.0,False
303.3,312.6,1623.0,,102.0,False
,312.7,1642.0,33.6,104.0,False
303.4,,1622.0,,107.0,False
303.5,312.9,1530.0,,110.0,False
303.4,,1590.0,36.3,113.0,False
303.4,312.7,1589.0,34.0,,False
303.4,312.6,,,118.0,False
303.3,,1328.0,49.8,120.0,True
303.3,312.6,,,125.0,True
,312.5,1968.0,20.6,130.0,False
,312.6,1827.0,24.2,,True
303.3,,1397.0,47.1,137.0,False
303.3,312.6,1463.0,44.0,,False
303.3,312.7,1643.0,30.7,142.0,False
303.2,312.6,,57.0,144.0,False
303.2,312.5,1518.0,39.9,146.0,False
303.2,312.6,1601.0,35.3,148.0,False
303.1,312.6,1548.0,36.4,150.0,False
,312.6,1404.0,40.6,152.0,True
303.1,312.5,1766.0,26.7,157.0,False
303.1,312.5,1667.0,30.0,160.0,False
303.0,312.5,1507.0,37.9,163.0,True
,,1627.0,37.1,168.0,True
302.9,312.3,1435.0,,173.0,False
302.9,312.3,1509.0,,175.0,True
302.9,312.3,1809.0,25.0,,False
302.9,312.3,,,183.0,False
302.9,312.3,1530.0,,185.0,False
302.8,312.3,,57.5,187.0,True
302.9,312.4,,19.1,192.0,False
302.9,,1550.0,36.9,194.0,False
302.9,312.4,1446.0,,196.0,False
,312.3,,37.5,198.0,False
302.8,312.4,1651.0,27.0,200.0,False
302.9,312.4,1698.0,33.8,202.0,False
302.8,312.3,1504.0,,204.0,False
302.9,312.4,,46.0,206.0,False
302.9,,1754.0,26.9,209.0,True
302.9,312.2,1469.0,42.0,214.0,False
302.8,312.2,,50.0,216.0,False
302.8,312.3,1432.0,49.0,218.0,False
302.8,312.3,1366.0,,,False
302.8,312.3,1483.0,,223.0,True
302.7,312.2,1572.0,,228.0,False
302.8,312.2,1481.0,40.2,,False
,312.3,,,232.0,False
302.8,312.3,1262.0,70.5,234.0,False
302.8,312.4,1529.0,36.8,237.0,False
302.8,312.4,,39.7,239.0,False
302.8,312.3,1416.0,42.7,241.0,False
302.9,312.4,1923.0,23.9,244.0,False
302.8,312.4,1411.0,53.8,246.0,True
302.7,312.4,1477.0,46.3,251.0,False
302.6,312.3,,,,False
302.7,312.3,,48.5,0.0,False
302.7,312.3,1858.0,25.4,2.0,False
302.8,312.5,1422.0,46.1,4.0,True
,312.4,1444.0,48.7,9.0,False
302.7,,1360.0,47.8,11.0,False
302.7,312.4,,,13.0,False
302.6,,1628.0,33.0,15.0,False
,,1433.0,44.2,17.0,False
,312.5,1417.0,,19.0,False
302.8,,1462.0,39.4,22.0,False
302.9,312.6,,,24.0,False
302.7,312.5,1527.0,36.4,26.0,True
302.6,,1534.0,34.3,31.0,False
302.6,312.4,1410.0,50.3,33.0,False
302.6,312.3,1660.0,30.3,,False
,312.4,1386.0,45.8,,False
,,1398.0,41.6,40.0,False
302.6,,1321.0,,42.0,False
302.6,312.3,1512.0,34.2,44.0,False
302.6,312.3,1566.0,36.6,46.0,False
302.7,,,44.5,49.0,False
302.6,312.3,1647.0,31.8,52.0,False
302.6,312.2,1377.0,45.5,,False
302.5,,1775.0,,56.0,False
302.6,312.3,,42.0,58.0,False
,312.4,1423.0,51.9,60.0,False
302.7,312.4,,47.3,62.0,False
302.8,312.4,1590.0,34.4,64.0,False
302.8,,1694.0,28.4,,False
302.8,,1462.0,,68.0,False
302.8,312.4,1392.0,46.2,70.0,False
,312.5,1550.0,45.5,,False
,,1629.0,,74.0,False
,312.5,1524.0,,76.0,False
302.9,312.5,,,79.0,False
302.9,312.6,,46.4,82.0,False
302.9,,1683.0,32.1,85.0,False
303.0,312.5,1626.0,30.5,87.0,False
