age,wife education,husband education,number,wife religion,wife working,husband occupation,standard,media,class
18,3,3,1,1,1,2,2,0,False
30,3,2,3,1,1,3,3,0,False
35,2,3,6,1,0,3,2,0,False
22,3,3,2,1,1,3,1,0,False
28,2,4,7,1,1,3,3,0,False
21,3,3,1,1,1,3,1,0,False
27,3,4,4,1,1,3,4,0,False
30,3,4,3,1,1,3,3,0,False
25,3,4,2,1,1,3,3,0,False
26,4,4,3,1,1,3,2,0,False
37,2,4,5,1,1,1,4,0,False
47,1,3,9,1,0,3,3,0,False
36,1,1,5,1,1,3,3,0,False
36,2,3,6,1,1,2,4,0,False
36,4,4,3,1,1,2,4,0,False
28,4,4,4,1,1,3,4,0,False
21,4,4,2,1,1,3,3,0,False
25,4,4,2,1,1,2,3,0,False
30,3,4,3,1,1,3,4,0,False
22,3,3,3,1,1,3,3,0,False
23,4,3,2,1,0,2,3,0,False
36,3,4,9,1,1,3,4,0,False
28,4,3,2,1,1,3,2,0,False
46,2,2,5,1,1,2,4,0,False
47,4,4,5,1,1,3,2,0,False
41,1,4,5,1,0,2,4,0,False
44,4,4,5,1,1,3,4,0,False
34,2,3,3,0,1,3,2,1,False
37,2,3,6,1,1,3,4,0,False
34,4,4,2,0,1,1,4,0,False
22,2,4,2,1,1,3,2,0,False
33,2,3,4,1,1,2,3,0,False
21,3,4,3,1,1,3,1,0,False
31,4,4,4,1,0,3,4,0,False
41,4,3,5,1,0,3,4,0,False
30,4,3,4,1,1,3,3,0,False
32,2,4,5,1,1,3,4,0,False
27,4,4,2,0,0,2,4,0,False
26,4,4,1,0,0,2,4,0,False
42,4,4,5,0,1,2,4,0,False
24,4,4,1,1,1,1,3,0,False
37,4,4,6,1,1,1,4,0,False
30,2,3,5,1,0,3,4,0,False
27,4,4,1,1,1,1,4,0,False
34,2,4,6,1,1,3,3,0,False
32,3,4,5,0,1,1,4,0,False
28,4,4,1,0,0,2,4,0,False
29,3,3,1,0,0,2,4,0,False
42,4,4,3,0,1,2,4,0,False
21,2,2,0,0,1,4,4,0,False
22,4,4,2,1,1,3,4,0,False
36,4,4,3,0,1,3,4,0,False
45,2,3,3,0,0,2,4,0,False
34,4,4,2,0,0,2,4,0,False
35,2,3,5,1,1,3,3,0,False
19,4,4,1,1,1,2,3,0,False
27,4,4,4,1,1,3,3,0,False
37,2,4,4,1,0,2,3,0,False
26,3,2,4,1,1,3,4,0,False
28,1,3,5,1,1,3,4,0,False
31,3,4,5,1,1,1,4,0,False
32,2,2,6,1,1,2,3,0,False
40,2,2,4,0,0,2,4,0,False
27,3,3,5,1,1,2,4,0,False
27,2,2,3,1,1,2,2,1,False
37,4,4,5,0,0,2,4,0,False
22,4,3,1,1,1,2,2,0,False
27,4,4,4,1,1,1,2,1,False
21,4,4,1,0,1,2,4,0,False
30,1,3,2,1,1,3,4,0,False
23,2,2,1,1,1,2,4,0,False
25,2,4,3,1,1,1,3,0,False
42,2,4,6,1,1,2,4,0,False
29,4,4,3,1,1,1,4,0,False
33,4,4,2,1,0,2,4,0,False
33,4,4,3,1,1,1,4,0,False
39,3,3,8,1,0,1,4,0,False
33,3,3,4,1,0,2,2,0,False
17,3,3,1,1,1,2,4,0,False
